course_id,title,true_category,true_category_zh,predicted_category,predicted_category_zh,predicted_confidence,true_class_probability,text_snippet
57611649f1399b0900e22e31,藝術字數位化，手寫風格 Logo 設計,art,藝術,design,設計,0.5655408411260476,0.12547659685218787,藝術字數位化，手寫風格 Logo 設計 以英文書法與手繪文字為基底，帶你運用 Illustrator，將你的一手美字向量化，自己的 Logo 自己設計吧！向量化後的文字不只可以後製配色與特效，還能應用於生活中，讓手寫字有更多無限可能！ 英文藝術字
683035b1c8c7b985df191d63,花藝風格生活｜讓居家、節慶與送禮更有品味,handmade,手作,lifestyle,生活品味,0.5568128166173917,0.09983954855517424,花藝風格生活｜讓居家、節慶與送禮更有品味 花藝創作不只是漂亮的擺飾，更是展現妳品味與個性的方式。它能為生活注入美感與儀式感，讓每個日常瞬間都多一點驚喜與溫度。從居家小角落的佈置，到送禮、節慶與派對，本課程將一步步帶妳學會如何把花藝融入生活。 居家 理想生活 生活 生活品味 生活應用 美感 花 花草園
6267c35babe55a00071b21b0,用構圖拆解百變風格｜新手也能打造的插畫風格,design,設計,art,藝術,0.554781811779444,0.18251206387251914,用構圖拆解百變風格｜新手也能打造的插畫風格 運用拆解和重組的概念，讓自己的畫風突破限制，完成一個個讓客戶滿意的作品 2D 動畫 更多繪畫與插畫
6238782d573d4b00060cf744,Python 購物籃分析：多商品推薦與利潤策略,marketing,行銷,programming,程式,0.5417158418675899,0.09302620187547861,Python 購物籃分析：多商品推薦與利潤策略 本課程以兩大面向協助您在銷售資料不完全的情況下，也能有效找出值得推薦的商品組合，提升企業的營收。 資料面：善用常見的顧客資料做商品搭售分析！ 財務面：利用財務指標產出搭售策略，減少搭售分析結合財務指標的冤枉路！ Python 資料分析 數據分析
5ecf1e19f52bb449c74e7e4b,做圖啦！設計省攻略：品牌應用新手速成,career-skills,職場技能,marketing,行銷,0.5328481399791554,0.06051805479748104,做圖啦！設計省攻略：品牌應用新手速成 你在創業或經營品牌社群網拍電商？ 你是餐廳小吃飲料或行銷小編助理？ 你想省錢快速學平面設計排版印刷？ 職場工作新手製圖的 Illustrator 教學！ 個人品牌經營 社群行銷 行銷學習地圖
696dbe72b4d4b51a9683903e,安住的力量：7 步驟日常修心法，五感練習找回內在平靜時刻,humanities,人文,lifestyle,生活品味,0.5289566277739746,0.04136085165008561,安住的力量：7 步驟日常修心法，五感練習找回內在平靜時刻 焦慮時代的自我清涼術。詩人許悔之將佛法智慧化為 7 步驟次第的「修心技術」，帶你從呼吸到轉念，找回內在安定的力量。 靜心 壓力舒緩 安住的力量 現代人必備 生活品味 經典 理想生活 生活指引
5e7883d29c4b140023a79c51,顧客分類大師：Python x RFM 會員經營新觀點,programming,程式,marketing,行銷,0.5247965598885689,0.24581372774600455,顧客分類大師：Python x RFM 會員經營新觀點 ☛ 不知如何分析顧客的購買紀錄嗎？ ☛ 如何區分新顧客、常貴客、沉睡客、流失客？ ☛ 您了解不同群別的客戶樣貌嗎？ ☛ 如何分配顧客行銷資源？如何精準推薦產品？ ☛ 不同群別的客戶能為企業帶來多少獲利？ Python 資料分析 行銷學習地圖
6268bf660339e60006fddb53,從基礎學會手繪動畫課｜做那些 AE 做不到的事,art,藝術,design,設計,0.5187539537851229,0.09250124231968465,從基礎學會手繪動畫課｜做那些 AE 做不到的事 學會手繪原理與表演技巧、深入手繪合成與上色方法 將 Cel 實用技法一網打盡，並搞懂與 AE 間的結合應用 After Effect
64111c7f02231e24af7f8d16,矽谷專家給新手的第一堂數據管理課,career-skills,職場技能,marketing,行銷,0.5014434051489491,0.16270414237955458,矽谷專家給新手的第一堂數據管理課 想當一流主管，別讓「數據」成為你前進的阻礙！這堂數據思維入門課，教你挖掘有價值的數據，開始懂得運用業務成長飛輪，為公司創造業績，當個高績效主管！ 行銷學習地圖
6056f8ceab70de413d98e723,Python 輿情應用趣：顧客樣貌分析攻略,marketing,行銷,programming,程式,0.4927241323604727,0.28419983928704423,Python 輿情應用趣：顧客樣貌分析攻略 第一門以「外部輿情資料」結合「顧客樣貌與財務價值」出發的「Python 分析課程」，透過爬蟲實戰全台最大輿情平台，結合市場關鍵字與顧客樣貌分析，並將市場財務價值帶進分析思維。幫助在外部輿情分析上遇到困擾的您，找出更多的商務洞見。 Python 資料分析 數
5c553fc779f1990022df773e,淺談設計營運: 給設計團隊的版本控制技巧,career-skills,職場技能,design,設計,0.49018065409501743,0.22877099795064837,淺談設計營運: 給設計團隊的版本控制技巧 一個成功的設計專案需要很多角色的努力，這個系列課程將帶給 UI/UX 設計師與專案經理在設計營運上（designOps）初步的觀念，透過工具來減少人為檢視疏失和團隊溝通的成本，用更有效率的方式來完成一個又一個專案。 效率提升
6242be7d03381a0007fa6f94,【講座】平面設計師之路｜IF OFFICE 馮宇,career-skills,職場技能,design,設計,0.48017071638663245,0.2650590287203408,【講座】平面設計師之路｜IF OFFICE 馮宇 讓擁有 20 年品牌設計經歷的知名設計師馮宇，帶你認識平面設計師的工作內容與職涯發展，以及工作中的挑戰！ 更多設計 職涯發展
5513e92b38239d10005778e1,為申請學校或工作寫好英文自傳,language,語言,programming,程式,0.4798901069671793,0.054535118741595896,"為申請學校或工作寫好英文自傳 In my lecture, I will talk about what I consider as the essence of a personal statement - characterizing the unique qualities of each i"
68ee115e548ea8ee3f17e144,自我修復的科學冥想紓壓課 - 21 天心腦 Reset 計畫,career-skills,職場技能,lifestyle,生活品味,0.4754613276549012,0.10629752036808456,自我修復的科學冥想紓壓課 - 21 天心腦 Reset 計畫 在快節奏、高壓力的生活中，我們常被焦慮與分心佔據。本課程是全台唯一結合腦科學、心理學及冥想三合一的架構，系統性助你重新回歸身心放鬆，學會穩定情緒力。 人人都該上的科學冥想課：用科學方法解除壓力循環、穩定情緒，打造更清晰、高效的腦與平靜的心
62cbf5a63e24b5000623be32,北歐童話紙雕立體書 - 360 度旋轉木馬篇,handmade,手作,art,藝術,0.4679608128027979,0.09954268176799749,北歐童話紙雕立體書 - 360 度旋轉木馬篇 「 旋轉木馬 」 立體書是立體書的其中一種基本結構，許多經典故事也使用此結構方式改編成插畫繪本。本課程將交授同學透過特殊的紙雕手法，呈現旋轉木馬特有 360 度視角與層景的美術視覺，並在有限的頁數裡，述說一個美麗的童話故事。 手工書 更多繪畫與插畫
60c2e123dcc8c38df47514c1,雙語教育必學的核心素養－用英文學知識,lifestyle,生活品味,language,語言,0.4581216675716057,0.2693780284854861,雙語教育必學的核心素養－用英文學知識 Angela 老師擁有豐富的教學經驗，針對 108 課綱裡常提到的「核心素養」，將分享有效的學習方法與技能，讓孩子學英文，同時也能提高各學科的核心素養 親子教育 英文
6748d8c9df1bb5457dd6504a,科技巨頭產品行銷解密：從 0 到 1 實戰手冊,marketing,行銷,career-skills,職場技能,0.45054583130488873,0.15603545306327438,科技巨頭產品行銷解密：從 0 到 1 實戰手冊 課程由兩位現於紐約與加州任職科技公司的產品行銷經理共同授課。兩位講師擁有橫跨不同規模科技企業的豐富實戰經驗，涵蓋 Microsoft、Intel 等產業巨頭，Salesforce、Coinbase 等成長型公司，以及快速崛起的金融科技獨角獸新創。本課程
5b9f4fcb88e4f8001ec68c3d,標標標標標準字 - 從生活創意到邏輯實踐,art,藝術,design,設計,0.44997726367545215,0.14726646179047112,標標標標標準字 - 從生活創意到邏輯實踐 標準字設計課程，由設計師曾國展與圖文不符聯手，打造實用的標準字設計課。除了傳授標準字設計的思考方式與技巧，也會帶你掌握標準字設計方向，並教你如何從生活中觀察、提煉創意，設計出客戶滿意的標準字！ Illustrator 字體設計
5ed07228913d8dba482b4c19,用 BIM 進行工程管理 | 提升營建控管效果,career-skills,職場技能,design,設計,0.4481819989344879,0.14472028400494158,用 BIM 進行工程管理 | 提升營建控管效果 如何利用已建置好的 BIM 模型來檢討各系統高程、主持碰撞會議、漫遊註記、5D 排程動畫、算量、出圖及產出 S-Curve(工程累計經費 vs 進度排程)。 專案管理 更多應用設計
6645c80441c37954dbb7d2bb,行銷業務必備！Power BI 銷售分析與儀表板,marketing,行銷,career-skills,職場技能,0.4437339888576298,0.19798587259705838,行銷業務必備！Power BI 銷售分析與儀表板 銷售分析與儀表板是重要的數字化管理，知識工作者都需要了解。而 Power BI 是一款強大的商業智慧分析工具，幫助您從數據中獲取可行的銷售洞察力。 Excel PowerBI 數位行銷 數據分析 職場技能
626764b9abe55a0007f06140,業界編劇實戰課：點亮你的劇本到螢幕之路,photography,攝影,humanities,人文,0.44288379336218786,0.0944114278055805,業界編劇實戰課：點亮你的劇本到螢幕之路 沒有高深的編劇理論，而是扎實的實務經驗。從劇本開發到拍攝完成需要多少人的共創，有多少關卡要闖過？讓兩個擁有二十年編劇資歷，同時擁有製作人經驗的資深編劇告訴你。 文學 獨立接案 影視創作
697a2709c3e147f9b6390f27,療癒系塗鴉手帳：給忙碌者的零基礎色彩實驗,lifestyle,生活品味,art,藝術,0.4423017990202219,0.07372187896286796,療癒系塗鴉手帳：給忙碌者的零基礎色彩實驗 把說不出口的情緒，通通藏進手帳裡。透過五個創作練習，學會透明水彩與多種媒材的搭配效果，建立專屬的繪畫語言，開啟你的創作篇章！ 塗鴉 手帳 療癒 水彩 情緒 多媒材
5b9d3a6dca498a001e917383,用 Python 理財：打造自己的 AI 股票理專,finance-and-investment,投資理財,programming,程式,0.43076029317137476,0.4131776233867911,用 Python 理財：打造自己的 AI 股票理專 Python 理財課程，學習打造 AI 股票理專，使用機器學習演算法來篩選可靠的投資策略，跟著 FinLab 一起打造人工智慧選股策略，每日一鍵更新Python爬蟲與資料庫，投資理財其實不難。 熱銷技能88折 熱銷興趣85折 程式理財 興趣精選85
651a67d87fdbb8d233046869,職涯必修設計管理學｜踏上晉升接案創業之路,design,設計,career-skills,職場技能,0.42518067511026614,0.22476165095414513,職涯必修設計管理學｜踏上晉升接案創業之路 「這是一門專為設計師打造的設計管理課」 帶你從容應對設計管理的方方面面、掌控專案的主導權、 贏得公司、客戶的信任，扎實踏上那條你總是想想的晉升之路
629838853bb7a70007e7d94f,好作品的潛規則｜打造漂亮履歷作品集,design,設計,career-skills,職場技能,0.42162514388775135,0.16243715672840722,好作品的潛規則｜打造漂亮履歷作品集 一起讓你的能力與作品，不再被那些難以得知的關鍵細節給埋沒 找到定位、漂亮準備、自在展現！讓未來職涯、專案合作都無往不利！ 動態設計思維 履歷撰寫 求職
5af3b86db44939001e465160,設計師接案學－業界求生必備守則,career-skills,職場技能,design,設計,0.4060577815159135,0.21568429840689057,設計師接案學－業界求生必備守則 設計接案課程，教你用最有效率的方式，找到最適合的設計案。課程將從專案、業務、經營三個角色，帶你剖析設計接案過程中的各個面向，只會做出好設計還不夠，掌握設計接案要訣，成為會經營自我的設計師。 更多設計 獨立接案
69033839976236cde672d2b3,雙週更新 | 用 AI 重建視覺設計流程：30 週接案 X 職場掌控力再升級,design,設計,career-skills,職場技能,0.4054797385526938,0.2927678305303991,雙週更新 | 用 AI 重建視覺設計流程：30 週接案 X 職場掌控力再升級 透過 AI 重建視覺設計的實戰流程，從生圖、修飾到可交付成果，30 堂課帶你強化接案效率、溝通判斷與決策能力，讓 AI 成為可控工具，而不是焦慮來源。 定期更新型課程 設計流程 AI 工具 AI思維 定期更新 ai 產品設
60a37d9758ebab68b1891e03,資料變決策！Excel x AI 升級職場數據分析力,career-skills,職場技能,programming,程式,0.4050794075393339,0.37347778466151443,資料變決策！Excel x AI 升級職場數據分析力 透過 AI + Excel，掌握資料分析與視覺化，從入門到進階漸進式學習，包括 Excel 函數、VBA 生成等 10 大商業案例實作，強化數據決策力。幫助你在職場脫穎而出，提升競爭力！ AI 工具 ChatGPT Excel 數據分析
6717664724df46854a63de96,日常生活的榮格心理學｜開啟生命潛能Ｘ活出完整人生,humanities,人文,lifestyle,生活品味,0.4036207926757461,0.1327425858772084,日常生活的榮格心理學｜開啟生命潛能Ｘ活出完整人生 把榮格心理學概念轉譯為日常語言，系統化成為一堂實用又深入的心理學課程！榮格分析師鄧惠文分享 9 大榮格心理學重要概念，理解潛意識如何影響你的行為，覺察身不由己的問題根源，逐步帶著你辨識並跳脫不滿意的人生劇本。 理想 生活 榮格 心理學 鄧惠文 愛情 
630f229b250a4e00078bb0f0,先聽懂 再開口 - 小虎老師的化解衝突溝通課,career-skills,職場技能,lifestyle,生活品味,0.4001516272163236,0.135053415533064,先聽懂 再開口 - 小虎老師的化解衝突溝通課 這堂課的核心精神，在於培養對自己與他人的情緒敏感度，察覺溝通過程中彼此的內在需求，更快找到共識，減少衝突和精神的損耗，創造有溫度的對話。課程中，不僅提供溝通的工具、觀念，更包含場景應用、故事案例，讓學習者可以更輕鬆的將所學融會貫通，並運用在生活中。 心靈
637c574d2d5a6334f109288c,元宇宙設計師 | The Sandbox 設計軟體 VoxEdit 新手全攻略,career-skills,職場技能,design,設計,0.4000781675679185,0.17196245575638316,元宇宙設計師 | The Sandbox 設計軟體 VoxEdit 新手全攻略 隨著元宇宙、Web3 的新興趨勢，帶動起眾多的專業人才投入，不僅有前後端工程師、專案經理、品牌行銷、社群編輯等，如果你也想學習新的職場技能，那元宇宙設計師也將會是最新潮且具有潛力的選擇！ 希望藉由這堂課程，帶領你將元宇宙
62300823d450e50007cce15f,幽默之力！掌握氣氛的溝通傳達術,lifestyle,生活品味,career-skills,職場技能,0.39874500018266873,0.1648056521595132,幽默之力！掌握氣氛的溝通傳達術 喜劇演員酸酸教你寫出幽默的文案講稿，分享上台或當眾說話的心法與技巧，如何應用在生活中溝通的各種情境，讓你掌握氣氛，自在表達！ 口語表達 心靈成長與教育 職場軟實力
60176a4b910e49e945650230,陳日昇魔術教室 : 生活隨手變，實戰魔術技法,art,藝術,lifestyle,生活品味,0.3925616039209184,0.13940642307550655,陳日昇魔術教室 : 生活隨手變，實戰魔術技法 變魔術能增加交際能力，加深個人品牌印象，更能夠和你本身的工作或興趣做結合。課程內容深入淺出，讓你在生活中隨手就能帶來神奇驚喜！ 更多表演藝術 戲劇表演 更多生活品味
651c088b2c8f3f5db38ddcbf,社會議題行銷課，推廣硬知識的爆文秘訣,marketing,行銷,humanities,人文,0.3906408012271757,0.11333361440698511,社會議題行銷課，推廣硬知識的爆文秘訣 社會議題複雜卻很重要，議題行銷跟著這樣做！ 社會議題怎麼在網路上推動討論？如何理解過後再包裝，進而跟大眾溝通與分享呢？這堂課要與你分享知識網紅的社群企劃心法，一起成為讓社會更好的資訊傳播者。
679205ab57e22d1d419420bd,洪震宇精準敘事｜思維 x 技巧 x 實戰，用故事感動人心！,marketing,行銷,career-skills,職場技能,0.383109552651755,0.1612469691837991,洪震宇精準敘事｜思維 x 技巧 x 實戰，用故事感動人心！ 唯有精準掌握敘事方法，才能在資訊爆炸又碎片的潮流裡找到有效溝通的價值和意義，變身成為說故事的高手！ 敘事 故事行銷 邏輯表達 文案 洪震宇 口語表達 思維 行銷 邏輯表達力 說故事能力
66bb361ca426b1bc84e0ac4d,真作品無職轉生｜求職比賽提案的視覺全攻略,design,設計,career-skills,職場技能,0.3784995853542509,0.22564180411417548,真作品無職轉生｜求職比賽提案的視覺全攻略 嗨大家好，我是大廷，長年的工作生涯中，我觀察到無論設計師、創意工作者、行銷人、或品牌主，都需要透過更好的視覺呈現， 讓作品或是商品的故事被傳達的更吸引人。 上完這堂課，你將會學到優化視覺呈現的觀念跟技術，進而在：面試、提案、比賽上，提升職涯表現！ 提案設計 
61e7f78a6d9e6f00067549ab,直播銷貨很容易！第一次導購直播就上手,career-skills,職場技能,marketing,行銷,0.37028971132927124,0.31986606297669656,直播銷貨很容易！第一次導購直播就上手 全民直播導購潮來臨，每個人都可以打開直播銷售賣貨，但卻不是人人都能成功。 想要高人流、高轉換率、展現導購直播主獨特的個人行銷魅力，你一定不能錯過這堂課！ 數位行銷 個人品牌經營 網路商店 自主創業
5d12e5ecac23d80020ad4bb3,英雄之旅：自己的故事，別當配角,photography,攝影,humanities,人文,0.3679043679295984,0.07915240314370779,英雄之旅：自己的故事，別當配角 人生故事架構課程，教你用不一樣的方式說自己的故事。課程將帶你分析故事架構與價值，帶你建立說故事的思維，並教你如何將故事架構應用到日常生活與創作中，成為人生故事的最佳指引。 寫作 興趣精選85折起 影視創作
5fc5ee1b08b74a6e3723abd2,҉唐鳳҉數位溝通社：就這樣把你增幅,humanities,人文,career-skills,職場技能,0.3675554078741174,0.11668488255777698,҉唐鳳҉數位溝通社：就這樣把你增幅 唐鳳帶著我們讓目光回到「粗略的共識」，分享如何通過面對面、線上、同步、非同步、共同創作迷因等方式，有效溝通，增幅彼此。 社會科學 更多職場溝通
58d5c70c27ea7d070060160e,從入門到業界實戰 - UI / UX 前端網頁設計,design,設計,programming,程式,0.3645696343540188,0.3572630311770029,從入門到業界實戰 - UI / UX 前端網頁設計 UI UX 網頁設計入門課程，學習完整的前端設計、網頁設計課程，掌握程式碼管理、設計切版、專案設計開發流程等要點，透過實際案例的剖析，讓你清楚掌握 UI/UX 領域的思考方式。 介面設計 UI UX CSS
63e0a7c64fab13ec8441c698,房產保護術｜律師帶你預防惡質投資客！,humanities,人文,finance-and-investment,投資理財,0.3622889487698541,0.07636112984398438,房產保護術｜律師帶你預防惡質投資客！ 你家的房子將被別人合法賣掉！當購入持分淪為惡質投資客獲利的手段，為了保護自己與家人，你必須了解持分。欽煌律師教你房產保護術！
5faa5f842f4eaa9b95e02b7c,拍一次就搞定！FB IG YT 通用的行銷影片,photography,攝影,marketing,行銷,0.356176067776048,0.3133850938065039,拍一次就搞定！FB IG YT 通用的行銷影片 你知道影片版面如果比例不合造成留白，轉換率會降低超過1成嗎？你又知道橫式影片、直式影片、甚至是正方形影片都有不同的使用時機嗎？ 影片是社群行銷中不能漏掉的剛需素材！但各種社群影音平台如 FB、IG、YouTube 甚至現在漲粉最快的TikTok，各有不
5f89465d10a9ed6f2ee60e8c,不寫程式的數據分析： Excel 商業分析實戰,career-skills,職場技能,programming,程式,0.3560172618866655,0.24022241113897833,不寫程式的數據分析： Excel 商業分析實戰 Excel做數據分析，讓你不需撰寫程式也能成為數位轉型的人才！跟著 TMR 團隊，一起使用熟悉、好上手的 Excel 進入數據分析領域，從資料中洞悉出商業價值，達到 Python 的分析效果！ Excel 更多職場技能 行銷學習地圖
5b61928a8011d1001e356102,批判到創新：不是研究生也能學的研究方法,humanities,人文,career-skills,職場技能,0.3554919918724524,0.22102162221244198,批判到創新：不是研究生也能學的研究方法 研究方法課程，教你如何搜尋並活用網路上相關的研究成果與資料。想提升批判思考能力，並有效利用他人的研究成果解決問題，學習正確的研究方法，替學業與職場的問題找到可靠、創新的答案。 社會科學 資料彙整
65d894c966f966aa12e9a88f,編織靜謐時光：棒針入門與個性化禮物,handmade,手作,lifestyle,生活品味,0.3541349358241732,0.31414229817051686,編織靜謐時光：棒針入門與個性化禮物 這堂棒針課程，你不用學會繁複的針法技巧，講師將帶著你學習 2 種基礎針法，就能編織出 5 種適合送禮的生活飾品！此外你不僅能明白掉針的處理方式，也會依序實作平面到立體的織品，最後你也能夠自己設計織圖，讓編織符號不再是天書密碼，更是屬於編織人的共同語言。 手作技能 
6948d5073c0b064355b0d756,日本財務師的富小孩理財課｜從零用錢開始，打造一生富足金錢觀,lifestyle,生活品味,finance-and-investment,投資理財,0.35001598193282063,0.23742919277607236,日本財務師的富小孩理財課｜從零用錢開始，打造一生富足金錢觀 把「財商」金錢觀，變成孩子受用一生的富足資產。從零用錢開始，讓孩子練習分辨需要vs.想要，懂的存錢、規劃錢、記帳，甚至開啟小額投資體驗。建立孩子理財觀的背後，其實是大量的關懷與溝通，透過「錢」理解孩子的想法，培養孩子的責任感。
5d2f3980fe9fef0021fac548,Excel VBA 金融資料抓取 | 打造股票研究系統,finance-and-investment,投資理財,programming,程式,0.34983064585016194,0.19209935255005223,Excel VBA 金融資料抓取 | 打造股票研究系統 Excel VBA 金融資料抓取課程，教你 Excel VBA 的理論與應用。課程將從 VBA 的基礎知識開始，教你如何完成資料下載與資料整理，並帶你打造自己的股票研究系統，使用 Excel VBA 打造專屬的選股資料庫。 程式理財 量化交易 
5e3bb7b0c2fd100024c806f2,蝦皮新手賣家行銷術：斜槓副業第一步,career-skills,職場技能,marketing,行銷,0.347498877132603,0.17760860658037303,蝦皮新手賣家行銷術：斜槓副業第一步 你想兼職副業但不懂網拍開店？ 你的賣場冷清不知初期怎突破？ 自學蝦皮個人賣家網拍行銷術， 菜鳥也能 DIY 人氣蝦皮賣場！ 數位行銷 網路商店
68b97146441b6e0425cfcf2e,設計整合力 — 企劃提案到行銷的通透魔法學,design,設計,career-skills,職場技能,0.341402746972832,0.18294425688048513,設計整合力 — 企劃提案到行銷的通透魔法學 【 行銷企劃 𝘅 提案簡報 𝘅 視覺設計 】 學完這堂課， 可立即應用於接案、品牌、活動、創業等不同情境 不只懂得設計、接得下企劃、還能思考整個行銷活動 讓設計變成有策略的商業語言！ 個人品牌經營 獨立接案 設計師 設計心法 設計提案 高效工作 行銷概念 
